6.4500	52.1798	3.8587	394.7674	
6.5000	52.5790	3.8978	400.3238	
6.5500	52.9782	3.9463	405.9239	
6.6000	53.3774	3.9943	411.5684	
6.6500	53.7766	4.0320	417.2566	
6.7000	54.1759	4.0517	422.9872	
6.7500	54.5751	4.0494	428.7581	
6.8000	54.9743	4.0255	434.5670	
6.8500	55.3735	3.9849	440.4122	
6.9000	55.7727	3.9360	446.2924	
6.9500	56.1720	3.8886	452.2071	
7.0000	56.5712	3.8525	458.1570	
7.0500	56.9704	3.8351	464.1437	
7.1000	57.3696	3.8399	470.1692	
7.1500	57.7688	3.8659	476.2356	
7.2000	58.1681	3.9078	482.3449	
7.2500	58.5673	3.9571	488.4982	
7.3000	58.9665	4.0036	494.6957	
7.3500	59.3657	4.0380	500.9368	
7.4000	59.7649	4.0531	507.2198	
7.4500	60.1642	4.0460	513.5426	
7.5000	60.5634	4.0179	519.9031	
7.5500	60.9626	3.9747	526.2995	
7.6000	61.3618	3.9253	532.7306	
7.6500	61.7610	3.8796	539.1964	
7.7000	62.1603	3.8470	545.6977	
7.7500	62.5595	3.8342	552.2361	
7.8000	62.9587	3.8438	558.8138	
7.8500	63.3579	3.8738	565.4329	
7.9000	63.7571	3.9181	572.0952	
7.9500	64.1564	3.9677	578.8016	
8.0000	64.5556	4.0124	585.5522	
8.0500	64.9548	4.0431	592.3460	
8.1000	65.3540	4.0535	599.1813	
8.1500	65.7532	4.0415	606.0560	
8.2000	66.1525	4.0096	612.9680	
8.2500	66.5517	3.9643	619.9154	
8.3000	66.9509	3.9147	626.8976	
8.3500	67.3501	3.8711	633.9145	
8.4000	67.7493	3.8424	640.9672	
8.4500	68.1486	3.8344	648.0575	
8.5000	68.5478	3.8487	655.1875	
8.5500	68.9470	3.8824	662.3593	
8.6000	69.3462	3.9287	669.5746	
8.6500	69.7454	3.9781	676.8341	
8.7000	70.1447	4.0205	684.1377	
8.7500	70.5439	4.0472	691.4842	
8.8000	70.9431	4.0528	698.8718	
8.8500	71.3423	4.0362	706.2983	
8.9000	71.7415	4.0007	713.7615	
8.9500	72.1408	3.9536	721.2601	
9.0000	72.5400	3.9045	728.7933	
9.0500	72.9392	3.8634	736.3613	
9.1000	73.3384	3.8388	743.9655	
9.1500	73.7376	3.8356	751.6077	
9.2000	74.1369	3.8545	759.2902	
9.2500	74.5361	3.8917	767.0148	
9.3000	74.9353	3.9395	774.7832	
9.3500	75.3345	3.9882	782.5958	
9.4000	75.7337	4.0278	790.4523	
9.4500	76.1330	4.0503	798.3514	
9.5000	76.5322	4.0510	806.2911	
9.5500	76.9314	4.0299	814.2693	
9.6000	77.3306	3.9912	822.2838	
9.6500	77.7298	3.9428	830.3335	
9.7000	78.1291	3.8946	838.4176	
9.7500	78.5283	3.8565	846.5369	
9.8000	78.9275	3.8362	854.6927	
9.8500	79.3267	3.8379	862.8870	
9.9000	79.7259	3.8612	871.1219	
9.9500	80.1252	3.9014	879.3995	

 0.630000 
